0	0.0695481
0.0001	0.069793
0.0002	0.0700791
0.0003	0.0699909
0.0004	0.0702801
0.0005	0.0698209
0.0006	0.0699232
0.0007	0.070024
0.0008	0.0706642
0.0009	0.0707612
0.001	0.0708692
0.0011	0.0703912
0.0012	0.0710831
0.0013	0.0711758
0.0014	0.0708871
0.0015	0.071192
0.0016	0.0714729
0.0017	0.071542
0.0018	0.0718589
0.0019	0.071409
0.002	0.0716898
0.0021	0.072165
0.0022	0.072264
0.0023	0.0723619
0.0024	0.0719042
0.0025	0.0725632
0.0026	0.0721049
0.0027	0.072561
0.0028	0.0726631
0.0029	0.0731411
0.003	0.0726602
0.0031	0.0726001
0.0032	0.073245
0.0033	0.0735431
0.0034	0.073025
0.0035	0.073555
0.0036	0.0730922
0.0037	0.0739131
0.0038	0.0735052
0.0039	0.0741491
0.004	0.0736558
0.0041	0.0741339
0.0042	0.0738649
0.0043	0.07393
0.0044	0.0744379
0.0045	0.0739639
0.0046	0.0742469
0.0047	0.074162
0.0048	0.074816
0.0049	0.0745511
0.005	0.074837
0.0051	0.0751171
0.0052	0.0752208
0.0053	0.0749459
0.0054	0.0750501
0.0055	0.0753319
0.0056	0.075618
0.0057	0.075721
0.0058	0.0756531
0.0059	0.0753698
0.006	0.075649
0.0061	0.0757511
0.0062	0.07586
0.0063	0.0757802
0.0064	0.076025
0.0065	0.0765362
0.0066	0.076046
0.0067	0.0761759
0.0068	0.076277
0.0069	0.0770872
0.007	0.076479
0.0071	0.076951
0.0072	0.0772421
0.0073	0.076781
0.0074	0.0772491
0.0075	0.077523
0.0076	0.0772488
0.0077	0.0777221
0.0078	0.0778039
0.0079	0.077703
0.008	0.0780518
0.0081	0.0775931
0.0082	0.0776961
0.0083	0.0779951
0.0084	0.0784521
0.0085	0.078742
0.0086	0.07865
0.0087	0.078763
0.0088	0.07886
0.0089	0.0789642
0.009	0.078881
0.0091	0.0789762
0.0092	0.0790761
0.0093	0.0793629
0.0094	0.0794451
0.0095	0.0791941
0.0096	0.079664
0.0097	0.079762
0.0098	0.079458
0.0099	0.079592
0.01	0.079674
